name	{{7*7}}                                                                         
n-session	000000
00001	1970-01-01 00:00:00	0000	0000	apple	사과
00002	1970-01-01 00:00:00	0000	0000	book	책
00003	1970-01-01 00:00:00	0000	0000	computer	컴퓨터
00004	1970-01-01 00:00:00	0000	0000	memory	기억
00005	1970-01-01 00:00:00	0000	0000	learn	배우다
00006	1970-01-01 00:00:00	0000	0000	language	언어
00007	1970-01-01 00:00:00	0000	0000	question	질문
00008	1970-01-01 00:00:00	0000	0000	answer	대답
00009	1970-01-01 00:00:00	0000	0000	morning	아침
00010	1970-01-01 00:00:00	0000	0000	evening	저녁
00011	1970-01-01 00:00:00	0000	0000	friend	친구
00012	1970-01-01 00:00:00	0000	0000	family	가족
00013	1970-01-01 00:00:00	0000	0000	water	물
00014	1970-01-01 00:00:00	0000	0000	house	집
00015	1970-01-01 00:00:00	0000	0000	school	학교
00016	1970-01-01 00:00:00	0000	0000	work	일
00017	1970-01-01 00:00:00	0000	0000	time	시간
00018	1970-01-01 00:00:00	0000	0000	today	오늘
00019	1970-01-01 00:00:00	0000	0000	tomorrow	내일
00020	1970-01-01 00:00:00	0000	0000	yesterday	어제
