name	TOEFL 700                                                                       
n-session	000000
00001	1970-01-01 00:00:00	0000	0000	난이도	영단어\t발음\t영어설명\t한글설명
00002	1970-01-01 00:00:00	0000	0000	advocate	/ˈædvəkeɪt/\tto publicly support or recommend a cause\t옹호하다, 주창하다
00003	1970-01-01 00:00:00	0000	0000	affluent	/ˈæfluənt/\thaving a great deal of money; wealthy\t부유한, 풍부한
00004	1970-01-01 00:00:00	0000	0000	aggregate	/ˈæɡrɪɡət/\ta whole formed by combining several elements\t합계, 총합, 집합체
00005	1970-01-01 00:00:00	0000	0000	agility	/əˈdʒɪləti/\tthe ability to move or think quickly and easily\t민첩성, 기민함
00006	1970-01-01 00:00:00	0000	0000	alienate	/ˈeɪliəneɪt/\tto cause someone to feel isolated or estranged\t소외시키다, 멀어지게 하다
00007	1970-01-01 00:00:00	0000	0000	alleviate	/əˈliːvieɪt/\tto make suffering or a problem less severe\t완화하다, 경감하다
00008	1970-01-01 00:00:00	0000	0000	ambiguous	/æmˈbɪɡjuəs/\topen to more than one interpretation; unclear\t모호한, 다의적인
00009	1970-01-01 00:00:00	0000	0000	analogous	/əˈnæləɡəs/\tcomparable in certain respects; similar\t유사한, 비슷한
00010	1970-01-01 00:00:00	0000	0000	anecdote	/ˈænɪkdoʊt/\ta short interesting story about a real incident\t일화
00011	1970-01-01 00:00:00	0000	0000	anarchy	/ˈænərki/\ta state of disorder caused by an absence of authority\t무정부 상태, 혼란
00012	1970-01-01 00:00:00	0000	0000	apathy	/ˈæpəθi/\tlack of interest, enthusiasm, or concern\t무관심, 냉담
00013	1970-01-01 00:00:00	0000	0000	apprehension	/ˌæprɪˈhenʃn/\tanxiety or fear about something that may happen\t우려, 불안
00014	1970-01-01 00:00:00	0000	0000	aptitude	/ˈæptɪtuːd/\ta natural ability to do something\t소질, 적성
00015	1970-01-01 00:00:00	0000	0000	arbitrary	/ˈɑːrbɪtreri/\tbased on personal choice rather than reason or a system\t임의적인, 자의적인
00016	1970-01-01 00:00:00	0000	0000	archaic	/ɑːrˈkeɪɪk/\tvery old or old-fashioned\t고대의, 구식의
00017	1970-01-01 00:00:00	0000	0000	arduous	/ˈɑːrdʒuəs/\trequiring great effort; difficult and tiring\t고된, 힘든
00018	1970-01-01 00:00:00	0000	0000	articulate	/ɑːrˈtɪkjuleɪt/\tto express ideas clearly and effectively\t명확히 표현하다
00019	1970-01-01 00:00:00	0000	0000	ascertain	/ˌæsərˈteɪn/\tto find out something with certainty\t확인하다, 알아내다
00020	1970-01-01 00:00:00	0000	0000	assertive	/əˈsɜːrtɪv/\tconfident and forceful in expressing opinions\t자기주장이 강한, 단호한
00021	1970-01-01 00:00:00	0000	0000	authentic	/ɔːˈθentɪk/\tgenuine and of undisputed origin\t진짜의, 진정한
00022	1970-01-01 00:00:00	0000	0000	autonomous	/ɔːˈtɑːnəməs/\thaving the freedom to act or govern independently\t자율적인, 독립적인
00023	1970-01-01 00:00:00	0000	0000	autonomy	/ɔːˈtɑːnəmi/\tthe right or condition of self-government\t자율성, 자치권
00024	1970-01-01 00:00:00	0000	0000	baffle	/ˈbæfl/\tto confuse or puzzle someone completely\t당황하게 하다, 이해하기 어렵게 하다
00025	1970-01-01 00:00:00	0000	0000	banish	/ˈbænɪʃ/\tto send someone away as a punishment\t추방하다, 내쫓다
00026	1970-01-01 00:00:00	0000	0000	barren	/ˈbærən/\tunable to produce vegetation or useful results\t메마른, 결실이 없는
00027	1970-01-01 00:00:00	0000	0000	betray	/bɪˈtreɪ/\tto be disloyal or reveal something unintentionally\t배신하다, 드러내다
00028	1970-01-01 00:00:00	0000	0000	bewilder	/bɪˈwɪldər/\tto make someone confused\t어리둥절하게 하다
00029	1970-01-01 00:00:00	0000	0000	bias	/ˈbaɪəs/\tan unfair preference for or against something\t편견, 편향
00030	1970-01-01 00:00:00	0000	0000	bland	/blænd/\tlacking strong features, flavor, or interest\t특징 없는, 싱거운
00031	1970-01-01 00:00:00	0000	0000	blatant	/ˈbleɪtnt/\tdone openly and without shame\t노골적인, 뻔뻔한
00032	1970-01-01 00:00:00	0000	0000	bogus	/ˈboʊɡəs/\tnot genuine or true; fake\t가짜의, 위조된
00033	1970-01-01 00:00:00	0000	0000	bolster	/ˈboʊlstər/\tto support or strengthen something\t지지하다, 강화하다
00034	1970-01-01 00:00:00	0000	0000	brittle	/ˈbrɪtl/\thard but easily broken\t부서지기 쉬운, 취약한
00035	1970-01-01 00:00:00	0000	0000	catalyst	/ˈkætəlɪst/\tsomething that causes or accelerates change\t촉매, 변화의 계기
00036	1970-01-01 00:00:00	0000	0000	champion	/ˈtʃæmpiən/\tto vigorously support or defend a cause\t옹호하다, 지지하다
00037	1970-01-01 00:00:00	0000	0000	cognitive	/ˈkɑːɡnətɪv/\trelating to thinking, learning, and understanding\t인지의, 인식의
00038	1970-01-01 00:00:00	0000	0000	compliant	/kəmˈplaɪənt/\twilling to obey rules or requests\t순종하는, 규정을 준수하는
