00001	2026-08-07 06:31:12	easy	4	{"card_id": 1, "state": 2, "step": null, "stability": 8.2956, "difficulty": 1.0, "due": "2026-08-13T21:31:12+00:00", "last_review": "2026-08-06T21:31:12+00:00"}	{"card_id": 1, "rating": 4, "review_datetime": "2026-08-06T21:31:12+00:00", "review_duration": null}
00002	2026-08-07 06:32:11	easy	4	{"card_id": 2, "state": 2, "step": null, "stability": 8.2956, "difficulty": 1.0, "due": "2026-08-15T21:32:11+00:00", "last_review": "2026-08-06T21:32:11+00:00"}	{"card_id": 2, "rating": 4, "review_datetime": "2026-08-06T21:32:11+00:00", "review_duration": null}
00003	2026-08-07 06:33:09	easy	4	{"card_id": 3, "state": 2, "step": null, "stability": 8.2956, "difficulty": 1.0, "due": "2026-08-15T21:33:09+00:00", "last_review": "2026-08-06T21:33:09+00:00"}	{"card_id": 3, "rating": 4, "review_datetime": "2026-08-06T21:33:09+00:00", "review_duration": null}
00004	2026-08-07 06:33:41	easy	4	{"card_id": 4, "state": 2, "step": null, "stability": 8.2956, "difficulty": 1.0, "due": "2026-08-14T21:33:41+00:00", "last_review": "2026-08-06T21:33:41+00:00"}	{"card_id": 4, "rating": 4, "review_datetime": "2026-08-06T21:33:41+00:00", "review_duration": null}
00005	2026-08-07 06:34:16	good	3	{"card_id": 5, "state": 1, "step": 1, "stability": 2.3065, "difficulty": 2.118103970459016, "due": "2026-08-06T21:44:16+00:00", "last_review": "2026-08-06T21:34:16+00:00"}	{"card_id": 5, "rating": 3, "review_datetime": "2026-08-06T21:34:16+00:00", "review_duration": null}
00006	2026-08-07 06:34:38	easy	4	{"card_id": 6, "state": 2, "step": null, "stability": 8.2956, "difficulty": 1.0, "due": "2026-08-15T21:34:38+00:00", "last_review": "2026-08-06T21:34:38+00:00"}	{"card_id": 6, "rating": 4, "review_datetime": "2026-08-06T21:34:38+00:00", "review_duration": null}
00007	2026-08-07 06:34:48	easy	4	{"card_id": 7, "state": 2, "step": null, "stability": 8.2956, "difficulty": 1.0, "due": "2026-08-13T21:34:48+00:00", "last_review": "2026-08-06T21:34:48+00:00"}	{"card_id": 7, "rating": 4, "review_datetime": "2026-08-06T21:34:48+00:00", "review_duration": null}
00008	2026-08-07 06:35:11	again	4	{"card_id": 8, "state": 2, "step": null, "stability": 8.2956, "difficulty": 1.0, "due": "2026-08-15T21:35:11+00:00", "last_review": "2026-08-06T21:35:11+00:00"}	{"card_id": 8, "rating": 4, "review_datetime": "2026-08-06T21:35:11+00:00", "review_duration": null}
00009	2026-08-07 06:35:21	easy	4	{"card_id": 9, "state": 2, "step": null, "stability": 8.2956, "difficulty": 1.0, "due": "2026-08-13T21:35:21+00:00", "last_review": "2026-08-06T21:35:21+00:00"}	{"card_id": 9, "rating": 4, "review_datetime": "2026-08-06T21:35:21+00:00", "review_duration": null}
00010	2026-08-07 06:35:42	again	4	{"card_id": 10, "state": 2, "step": null, "stability": 8.2956, "difficulty": 1.0, "due": "2026-08-13T21:35:42+00:00", "last_review": "2026-08-06T21:35:42+00:00"}	{"card_id": 10, "rating": 4, "review_datetime": "2026-08-06T21:35:42+00:00", "review_duration": null}
00011	2026-08-07 06:36:10	easy	4	{"card_id": 11, "state": 2, "step": null, "stability": 8.2956, "difficulty": 1.0, "due": "2026-08-15T21:36:10+00:00", "last_review": "2026-08-06T21:36:10+00:00"}	{"card_id": 11, "rating": 4, "review_datetime": "2026-08-06T21:36:10+00:00", "review_duration": null}
00012	2026-08-07 06:36:19	easy	4	{"card_id": 12, "state": 2, "step": null, "stability": 8.2956, "difficulty": 1.0, "due": "2026-08-13T21:36:19+00:00", "last_review": "2026-08-06T21:36:19+00:00"}	{"card_id": 12, "rating": 4, "review_datetime": "2026-08-06T21:36:19+00:00", "review_duration": null}
00013	2026-08-07 06:36:28	easy	4	{"card_id": 13, "state": 2, "step": null, "stability": 8.2956, "difficulty": 1.0, "due": "2026-08-16T21:36:28+00:00", "last_review": "2026-08-06T21:36:28+00:00"}	{"card_id": 13, "rating": 4, "review_datetime": "2026-08-06T21:36:28+00:00", "review_duration": null}
00014	2026-08-07 06:36:49	easy	4	{"card_id": 14, "state": 2, "step": null, "stability": 8.2956, "difficulty": 1.0, "due": "2026-08-13T21:36:49+00:00", "last_review": "2026-08-06T21:36:49+00:00"}	{"card_id": 14, "rating": 4, "review_datetime": "2026-08-06T21:36:49+00:00", "review_duration": null}
00015	2026-08-07 06:37:23	easy	4	{"card_id": 15, "state": 2, "step": null, "stability": 8.2956, "difficulty": 1.0, "due": "2026-08-12T21:37:23+00:00", "last_review": "2026-08-06T21:37:23+00:00"}	{"card_id": 15, "rating": 4, "review_datetime": "2026-08-06T21:37:23+00:00", "review_duration": null}
00016	2026-08-07 06:37:48	easy	4	{"card_id": 16, "state": 2, "step": null, "stability": 8.2956, "difficulty": 1.0, "due": "2026-08-14T21:37:48+00:00", "last_review": "2026-08-06T21:37:48+00:00"}	{"card_id": 16, "rating": 4, "review_datetime": "2026-08-06T21:37:48+00:00", "review_duration": null}
00017	2026-08-07 06:39:04	easy	3	{"card_id": 17, "state": 1, "step": 1, "stability": 2.3065, "difficulty": 2.118103970459016, "due": "2026-08-06T21:49:04+00:00", "last_review": "2026-08-06T21:39:04+00:00"}	{"card_id": 17, "rating": 3, "review_datetime": "2026-08-06T21:39:04+00:00", "review_duration": null}
00018	2026-08-07 06:39:54	easy	4	{"card_id": 18, "state": 2, "step": null, "stability": 8.2956, "difficulty": 1.0, "due": "2026-08-13T21:39:54+00:00", "last_review": "2026-08-06T21:39:54+00:00"}	{"card_id": 18, "rating": 4, "review_datetime": "2026-08-06T21:39:54+00:00", "review_duration": null}
