name	fr-jp-esp                                                                       
n-session	000004
00001	2026-08-14 06:31:12	0001	0002	plaindre (se plaindre)	v.\t\t불쌍히 여기다; 불평하다\t哀れむ; 不平を言う (awaremu; fuhei o iu)\texprimer de la compassion; protester\tto pity; to complain\tkompati; plendi
00002	2026-08-16 06:32:11	0001	0002	les chefs-d'œuvre	n.\t\t걸작들\t傑作 (kessaku)\tœuvres remarquables\tmasterpieces\tmajstroverkoj
00003	2026-08-16 06:33:09	0001	0002	les guirlandes lumineuses	n.\t\t전구 장식줄; 조명 가랜드\t電飾; イルミネーション (denshoku; iruminēshon)\tcordons décoratifs éclairés\tlight garlands; string lights\tlumaj girlandoj
00004	2026-08-15 06:33:41	0001	0002	古文書	n.\tkomonjo\t고문서\t\tdocuments anciens; archives anciennes\tancient documents; old manuscripts\tmalnovaj dokumentoj; antikvaj manuskriptoj
00005	2026-08-11 06:44:29	0002	0003	あんまり	adv.\tanmari\t별로; 그다지; 너무\t\tpas beaucoup; pas tellement; trop\tnot much; not really; too much\tne multe; ne tre; tro
00006	2026-08-16 06:34:38	0001	0002	本当に	adv.\thontō ni\t정말로; 진짜로\t\tvraiment; réellement\treally; truly\tvere
00007	2026-08-14 06:34:48	0001	0002	je sais même pas	표현\t\t나도 모르겠어; 전혀 모르겠어\t全然分からない (zenzen wakaranai)\tje ne sais même pas\tI don't even know\tmi eĉ ne scias
00008	2026-08-16 06:35:11	0001	0002	おっと	acc.\totto\t앗; 이런; 어이쿠\t\toh !; oups !\toops; whoa\thop; ups
00009	2026-08-14 06:35:21	0001	0002	字幕版	n.\tjimakuban\t자막판\t\tversion sous-titrée\tsubtitled version\tsubtekstigita versio
00010	2026-08-14 06:35:42	0001	0002	ほらほら	acc.\thora hora\t자자; 봐봐; 거봐\t\tallez; regarde; tu vois\tcome on; look; see there\tvenu; rigardu
00011	2026-08-16 06:36:10	0001	0002	グラフィック	n.\tgurafikku\t그래픽; 도형 표현\t\tgraphisme; graphique\tgraphics; graphic design\tgrafiko; grafikaĵo
00012	2026-08-14 06:36:19	0001	0002	植物	n.\tshokubutsu\t식물\t\tplante\tplant\tplanto
00013	2026-08-17 06:36:28	0001	0002	画面を見る時間	명사구\tgamen o miru jikan\t화면을 보는 시간; 스크린 타임\t\ttemps passé devant l'écran\tscreen time\tekrantempo
00014	2026-08-14 06:36:49	0001	0002	巣	n.\tsu\t둥지; 집; 소굴\t\tnid; repaire\tnest; den\tnesto; kuŝejo
00015	2026-08-13 06:37:23	0001	0002	le quartier	n.\t\t동네; 구역; 지구\t地区; 近所 (chiku; kinjo)\tpartie d'une ville; voisinage\tneighborhood; district\tkvartalo
00016	2026-08-15 06:37:48	0001	0002	se faire mal	동사구\t\t다치다; 아프게 하다\t怪我をする; 痛める (kega o suru; itameru)\tse blesser\tto hurt oneself; get injured\tvundi sin
00017	2026-08-12 06:50:46	0002	0003	la couronne	n.\t\t왕관; 화관; 리스\t王冠; 花冠; リース (ōkan; kakan; rīsu)\tornement circulaire porté sur la tête\tcrown; wreath\tkrono; florkrono
00018	2026-08-14 06:39:54	0001	0002	exprimer	v.\t\t표현하다\t表現する (hyōgen suru)\tfaire connaître une pensée ou un sentiment\tto express\tesprimi
00019	2026-08-14 06:40:19	0001	0002	magazines people	명사구\t\t연예·가십 잡지\t芸能雑誌; ゴシップ雑誌 (geinō zasshi; goshippu zasshi)\tmagazines consacrés aux célébrités\tcelebrity magazines\tfamulgazetoj
00020	2026-08-13 06:54:23	0003	0004	生地	n.\tkiji\t반죽; 천; 원단\t\tpâte; tissu\tdough; fabric\tpasto; ŝtofo
00021	2026-08-15 06:41:35	0001	0002	bijouterie	n.\t\t보석상; 장신구점; 보석 세공\t宝石店; 宝飾 (hōsekiten; hōshoku)\tcommerce ou fabrication de bijoux\tjewelry store; jewelry making\tjuvelvendejo; juvelarto
00022	2026-08-13 07:08:34	0005	0004	細かい	い형용사\tkomakai\t세세하다; 작다; 꼼꼼하다\t\tfin; détaillé; minutieux\tfine; detailed; meticulous\tdetala; fajna
00023	2026-08-15 06:42:04	0001	0002	gratter	v.\t\t긁다; 문지르다; 긁어내다\t掻く; 削る (kaku; kezuru)\tfrotter avec les ongles ou un outil\tto scratch; scrape\tgrati; skrapi
00024	2026-08-18 06:43:06	0001	0002	天気予報	n.\ttenki yohō\t일기예보\t\tprévisions météo\tweather forecast\tveterprognozo
00025	2026-08-17 06:43:25	0001	0002	passer à table	관용표현\t\t식탁에 앉다; 식사를 시작하다\t食卓につく (shokutaku ni tsuku)\tcommencer le repas\tto sit down to eat; start the meal\tektabliĝi; komenci manĝi
00026	2026-08-15 06:44:02	0001	0002	débutant/débutante	명사·형용사\t\t초보자; 초보의\t初心者; 初心者の (shoshinsha; shoshinsha no)\tpersonne qui commence\tbeginner; novice\tkomencanto; novulo
00027	2026-08-13 06:55:17	0002	0003	変更	명사·동사\thenkō\t변경; 바꿈\t\tchangement; modification\tchange; modification\tŝanĝo; modifo
00028	2026-08-13 06:44:58	0001	0002	avoir envie de	동사구\t\t~하고 싶다; ~이 당기다\t〜したい; 欲しい (shitai; hoshii)\tdésirer; souhaiter\tto feel like; want to\temi; deziri
00029	2026-08-16 06:45:30	0001	0002	fard à paupières	n.\t\t아이섀도\tアイシャドウ (aishadō)\tmaquillage appliqué sur les paupières\teye shadow\tokulombraĵo
00030	2026-08-14 06:54:57	0003	0004	角	n.\tkado\t모퉁이; 구석; 각\t\tcoin; angle\tcorner; angle\tangulo; stratangulo
