name	포어/영어                                                                   
n-session	000003
00001	2026-08-09 07:31:40	0008	0000	de repente	갑자기, suddenly, 서든리
00002	2026-08-09 07:29:00	0005	0000	ficar à vontade	편하게 있다·마음 편히 하다, make yourself comfortable, 메이크 유어셀프 컴퍼터블
00003	2026-08-09 07:29:24	0004	0000	dar certo	잘되다·성공하다, work out, 워크 아웃
00004	2026-08-09 07:30:12	0004	0000	ter certeza	확신하다·확실히 알다, be sure, 비 슈어
00005	2026-08-09 07:33:15	0008	0000	por enquanto	당분간·현재로서는, for now, 포 나우
00006	2026-08-09 07:31:16	0004	0000	não faz mal	괜찮다·문제없다, no problem, 노 프라블럼
00007	2026-08-11 19:46:24	0002	0003	estar com fome	배고프다, be hungry, 비 헝그리
00008	2026-08-09 07:32:21	0004	0000	estar com pressa	급하다·서두르고 있다, be in a hurry, 비 인 어 허리
00009	2026-08-09 07:33:10	0004	0000	tomar cuidado	조심하다, be careful, 비 케어풀
00010	2026-08-09 07:28:57	0005	0000	que pena	안타깝다·유감이다, what a pity, 왓 어 피티
00011	2026-08-17 07:24:53	0003	0002	às vezes	가끔, sometimes, 썸타임즈
00012	2026-08-09 07:35:03	0003	0001	com certeza	물론·확실히, certainly, 서튼리
00013	2026-08-09 07:35:36	0003	0001	de vez em quando	때때로·가끔, from time to time, 프럼 타임 투 타임
00014	2026-08-09 07:28:32	0002	0000	não tenho ideia	모르겠다·전혀 감이 없다, I have no idea, 아이 해브 노 아이디어
00015	2026-08-09 07:33:43	0002	0000	faz sentido	말이 된다·이치에 맞다, makes sense, 메이크스 센스
00016	2026-08-18 07:28:37	0002	0002	estar com sono	졸리다, be sleepy, 비 슬리피
00017	2026-08-07 20:01:52	0001	0001	estar com sede	목마르다, be thirsty, 비 써스티
00018	1970-01-01 00:00:00	0000	0000	dar uma olhada	한번 보다·살펴보다, take a look, 테이크 어 룩
00019	1970-01-01 00:00:00	0000	0000	ficar tranquilo	안심하다·침착하게 있다, stay calm, 스테이 캄
00020	1970-01-01 00:00:00	0000	0000	até logo	이따 봐·곧 다시 보자, see you soon, 씨 유 순
00021	1970-01-01 00:00:00	0000	0000	ter vontade de	~하고 싶다, feel like, 필 라이크
00022	1970-01-01 00:00:00	0000	0000	estar de acordo	동의하다, agree, 어그리
00023	1970-01-01 00:00:00	0000	0000	dar uma volta	산책하다·한 바퀴 돌다, take a walk, 테이크 어 워크
00024	1970-01-01 00:00:00	0000	0000	ficar doente	아프게 되다·병이 나다, get sick, 겟 식
00025	1970-01-01 00:00:00	0000	0000	ter medo de	~을 무서워하다, be afraid of, 비 어프레이드 오브
00026	1970-01-01 00:00:00	0000	0000	logo depois	바로 뒤에·곧 그 후에, shortly after, 쇼틀리 애프터
00027	1970-01-01 00:00:00	0000	0000	ao mesmo tempo	동시에, at the same time, 앳 더 세임 타임
00028	1970-01-01 00:00:00	0000	0000	por causa de	~때문에, because of, 비코즈 오브
00029	1970-01-01 00:00:00	0000	0000	não importa	상관없다, it doesn't matter, 잇 더즌트 매터
00030	1970-01-01 00:00:00	0000	0000	que bom!	잘됐다!·좋다!, that's great!, 댓츠 그레이트
00031	1970-01-01 00:00:00	0000	0000	amanhã	내일, tomorrow, 투모로우
00032	1970-01-01 00:00:00	0000	0000	perto	가까운·가까이에, near, 니어
00033	1970-01-01 00:00:00	0000	0000	esquecer	잊다, forget, 포겟
00034	1970-01-01 00:00:00	0000	0000	barato	싼·저렴한, cheap, 칩
00035	1970-01-01 00:00:00	0000	0000	precisar	필요하다·~할 필요가 있다, need, 니드
00036	1970-01-01 00:00:00	0000	0000	até amanhã	내일 봐, see you tomorrow, 씨 유 투모로우
00037	1970-01-01 00:00:00	0000	0000	não sei	모르겠다, I don't know, 아이 돈트 노우
00038	1970-01-01 00:00:00	0000	0000	está tudo bem	다 괜찮다·문제없다, everything is fine, 에브리씽 이즈 파인
00039	1970-01-01 00:00:00	0000	0000	quanto custa?	얼마예요?, how much is it?, 하우 머치 이즈 잇
00040	1970-01-01 00:00:00	0000	0000	tenho que...	나는 ~해야 한다, I have to..., 아이 해브 투
