00001	2026-08-07 14:45:45	again	2	{"card_id": 1, "state": 1, "step": 0, "stability": 1.2931, "difficulty": 5.112170705601056, "due": "2026-08-07T05:51:15+00:00", "last_review": "2026-08-07T05:45:45+00:00"}	{"card_id": 1, "rating": 2, "review_datetime": "2026-08-07T05:45:45+00:00", "review_duration": null}
00002	2026-08-07 14:45:51	again	1	{"card_id": 2, "state": 1, "step": 0, "stability": 0.212, "difficulty": 6.4133, "due": "2026-08-07T05:46:51+00:00", "last_review": "2026-08-07T05:45:51+00:00"}	{"card_id": 2, "rating": 1, "review_datetime": "2026-08-07T05:45:51+00:00", "review_duration": null}
00003	2026-08-07 14:46:38	good	3	{"card_id": 3, "state": 1, "step": 1, "stability": 2.3065, "difficulty": 2.118103970459016, "due": "2026-08-07T05:56:38+00:00", "last_review": "2026-08-07T05:46:38+00:00"}	{"card_id": 3, "rating": 3, "review_datetime": "2026-08-07T05:46:38+00:00", "review_duration": null}
00002	2026-08-07 14:47:13	hard	3	{"card_id": 2, "state": 1, "step": 1, "stability": 0.24668918777567272, "difficulty": 6.402115069296838, "due": "2026-08-07T05:57:13+00:00", "last_review": "2026-08-07T05:47:13+00:00"}	{"card_id": 2, "rating": 3, "review_datetime": "2026-08-07T05:47:13+00:00", "review_duration": null}
00004	2026-08-07 14:47:53	good	3	{"card_id": 4, "state": 1, "step": 1, "stability": 2.3065, "difficulty": 2.118103970459016, "due": "2026-08-07T05:57:53+00:00", "last_review": "2026-08-07T05:47:53+00:00"}	{"card_id": 4, "rating": 3, "review_datetime": "2026-08-07T05:47:53+00:00", "review_duration": null}
00005	2026-08-07 14:48:46	again	1	{"card_id": 5, "state": 1, "step": 0, "stability": 0.212, "difficulty": 6.4133, "due": "2026-08-07T05:49:46+00:00", "last_review": "2026-08-07T05:48:46+00:00"}	{"card_id": 5, "rating": 1, "review_datetime": "2026-08-07T05:48:46+00:00", "review_duration": null}
00006	2026-08-07 14:49:01	good	3	{"card_id": 6, "state": 1, "step": 1, "stability": 2.3065, "difficulty": 2.118103970459016, "due": "2026-08-07T05:59:01+00:00", "last_review": "2026-08-07T05:49:01+00:00"}	{"card_id": 6, "rating": 3, "review_datetime": "2026-08-07T05:49:01+00:00", "review_duration": null}
00007	2026-08-07 14:49:12	good	3	{"card_id": 7, "state": 1, "step": 1, "stability": 2.3065, "difficulty": 2.118103970459016, "due": "2026-08-07T05:59:12+00:00", "last_review": "2026-08-07T05:49:12+00:00"}	{"card_id": 7, "rating": 3, "review_datetime": "2026-08-07T05:49:12+00:00", "review_duration": null}
00008	2026-08-07 14:49:26	good	3	{"card_id": 8, "state": 1, "step": 1, "stability": 2.3065, "difficulty": 2.118103970459016, "due": "2026-08-07T05:59:26+00:00", "last_review": "2026-08-07T05:49:26+00:00"}	{"card_id": 8, "rating": 3, "review_datetime": "2026-08-07T05:49:26+00:00", "review_duration": null}
00009	2026-08-07 14:49:39	good	3	{"card_id": 9, "state": 1, "step": 1, "stability": 2.3065, "difficulty": 2.118103970459016, "due": "2026-08-07T05:59:39+00:00", "last_review": "2026-08-07T05:49:39+00:00"}	{"card_id": 9, "rating": 3, "review_datetime": "2026-08-07T05:49:39+00:00", "review_duration": null}
00005	2026-08-07 14:50:02	good	2	{"card_id": 5, "state": 1, "step": 0, "stability": 0.14339874769184835, "difficulty": 7.604209769076838, "due": "2026-08-07T05:55:32+00:00", "last_review": "2026-08-07T05:50:02+00:00"}	{"card_id": 5, "rating": 2, "review_datetime": "2026-08-07T05:50:02+00:00", "review_duration": null}
00010	2026-08-07 14:50:12	hard	2	{"card_id": 10, "state": 1, "step": 0, "stability": 1.2931, "difficulty": 5.112170705601056, "due": "2026-08-07T05:55:42+00:00", "last_review": "2026-08-07T05:50:12+00:00"}	{"card_id": 10, "rating": 2, "review_datetime": "2026-08-07T05:50:12+00:00", "review_duration": null}
00001	2026-08-07 19:44:15	again	1	{"card_id": 1, "state": 1, "step": 0, "stability": 0.4514029154253082, "difficulty": 8.378632117467106, "due": "2026-08-07T10:45:15+00:00", "last_review": "2026-08-07T10:44:15+00:00"}	{"card_id": 1, "rating": 1, "review_datetime": "2026-08-07T10:44:15+00:00", "review_duration": null}
00002	2026-08-07 19:44:34	again	2	{"card_id": 2, "state": 1, "step": 1, "stability": 0.16520722441748575, "difficulty": 7.596784690858309, "due": "2026-08-07T10:54:34+00:00", "last_review": "2026-08-07T10:44:34+00:00"}	{"card_id": 2, "rating": 2, "review_datetime": "2026-08-07T10:44:34+00:00", "review_duration": null}
00003	2026-08-07 19:45:09	hard	2	{"card_id": 3, "state": 1, "step": 1, "stability": 1.3333787168039835, "difficulty": 4.752858488532557, "due": "2026-08-07T10:55:09+00:00", "last_review": "2026-08-07T10:45:09+00:00"}	{"card_id": 3, "rating": 2, "review_datetime": "2026-08-07T10:45:09+00:00", "review_duration": null}
00001	2026-08-07 19:45:28	again	2	{"card_id": 1, "state": 1, "step": 0, "stability": 0.290520258666967, "difficulty": 8.908888813128176, "due": "2026-08-07T10:50:58+00:00", "last_review": "2026-08-07T10:45:28+00:00"}	{"card_id": 1, "rating": 2, "review_datetime": "2026-08-07T10:45:28+00:00", "review_duration": null}
00004	2026-08-07 19:45:36	hard	2	{"card_id": 4, "state": 1, "step": 1, "stability": 1.3333787168039835, "difficulty": 4.752858488532557, "due": "2026-08-07T10:55:36+00:00", "last_review": "2026-08-07T10:45:36+00:00"}	{"card_id": 4, "rating": 2, "review_datetime": "2026-08-07T10:45:36+00:00", "review_duration": null}
00005	2026-08-07 19:45:49	hard	2	{"card_id": 5, "state": 1, "step": 0, "stability": 0.09952382785967677, "difficulty": 8.39479117018528, "due": "2026-08-07T10:51:19+00:00", "last_review": "2026-08-07T10:45:49+00:00"}	{"card_id": 5, "rating": 2, "review_datetime": "2026-08-07T10:45:49+00:00", "review_duration": null}
00006	2026-08-07 19:46:10	hard	2	{"card_id": 6, "state": 1, "step": 1, "stability": 1.3333787168039835, "difficulty": 4.752858488532557, "due": "2026-08-07T10:56:10+00:00", "last_review": "2026-08-07T10:46:10+00:00"}	{"card_id": 6, "rating": 2, "review_datetime": "2026-08-07T10:46:10+00:00", "review_duration": null}
00007	2026-08-07 19:46:24	hard	4	{"card_id": 7, "state": 2, "step": null, "stability": 3.946054067969477, "difficulty": 1.0, "due": "2026-08-11T10:46:24+00:00", "last_review": "2026-08-07T10:46:24+00:00"}	{"card_id": 7, "rating": 4, "review_datetime": "2026-08-07T10:46:24+00:00", "review_duration": null}
00008	2026-08-07 19:46:38	hard	2	{"card_id": 8, "state": 1, "step": 1, "stability": 1.3333787168039835, "difficulty": 4.752858488532557, "due": "2026-08-07T10:56:38+00:00", "last_review": "2026-08-07T10:46:38+00:00"}	{"card_id": 8, "rating": 2, "review_datetime": "2026-08-07T10:46:38+00:00", "review_duration": null}
00009	2026-08-07 19:46:57	hard	2	{"card_id": 9, "state": 1, "step": 1, "stability": 1.3333787168039835, "difficulty": 4.752858488532557, "due": "2026-08-07T10:56:57+00:00", "last_review": "2026-08-07T10:46:57+00:00"}	{"card_id": 9, "rating": 2, "review_datetime": "2026-08-07T10:46:57+00:00", "review_duration": null}
00010	2026-08-07 19:47:15	hard	2	{"card_id": 10, "state": 1, "step": 0, "stability": 0.7765494494075704, "difficulty": 6.7404595108297, "due": "2026-08-07T10:52:45+00:00", "last_review": "2026-08-07T10:47:15+00:00"}	{"card_id": 10, "rating": 2, "review_datetime": "2026-08-07T10:47:15+00:00", "review_duration": null}
00011	2026-08-07 19:47:35	hard	3	{"card_id": 11, "state": 1, "step": 1, "stability": 2.3065, "difficulty": 2.118103970459016, "due": "2026-08-07T10:57:35+00:00", "last_review": "2026-08-07T10:47:35+00:00"}	{"card_id": 11, "rating": 3, "review_datetime": "2026-08-07T10:47:35+00:00", "review_duration": null}
00012	2026-08-07 19:47:50	hard	2	{"card_id": 12, "state": 1, "step": 0, "stability": 1.2931, "difficulty": 5.112170705601056, "due": "2026-08-07T10:53:20+00:00", "last_review": "2026-08-07T10:47:50+00:00"}	{"card_id": 12, "rating": 2, "review_datetime": "2026-08-07T10:47:50+00:00", "review_duration": null}
00013	2026-08-07 19:48:10	hard	2	{"card_id": 13, "state": 1, "step": 0, "stability": 1.2931, "difficulty": 5.112170705601056, "due": "2026-08-07T10:53:40+00:00", "last_review": "2026-08-07T10:48:10+00:00"}	{"card_id": 13, "rating": 2, "review_datetime": "2026-08-07T10:48:10+00:00", "review_duration": null}
00014	2026-08-07 19:48:56	hard	3	{"card_id": 14, "state": 1, "step": 1, "stability": 2.3065, "difficulty": 2.118103970459016, "due": "2026-08-07T10:58:56+00:00", "last_review": "2026-08-07T10:48:56+00:00"}	{"card_id": 14, "rating": 3, "review_datetime": "2026-08-07T10:48:56+00:00", "review_duration": null}
00015	2026-08-07 19:50:30	hard	2	{"card_id": 15, "state": 1, "step": 0, "stability": 1.2931, "difficulty": 5.112170705601056, "due": "2026-08-07T10:56:00+00:00", "last_review": "2026-08-07T10:50:30+00:00"}	{"card_id": 15, "rating": 2, "review_datetime": "2026-08-07T10:50:30+00:00", "review_duration": null}
00001	2026-08-07 19:51:18	hard	2	{"card_id": 1, "state": 1, "step": 0, "stability": 0.19247831626097345, "difficulty": 9.260897917670013, "due": "2026-08-07T10:56:48+00:00", "last_review": "2026-08-07T10:51:18+00:00"}	{"card_id": 1, "rating": 2, "review_datetime": "2026-08-07T10:51:18+00:00", "review_duration": null}
00005	2026-08-07 19:51:33	hard	2	{"card_id": 5, "state": 1, "step": 0, "stability": 0.0707531642715615, "difficulty": 8.919615945334357, "due": "2026-08-07T10:57:03+00:00", "last_review": "2026-08-07T10:51:33+00:00"}	{"card_id": 5, "rating": 2, "review_datetime": "2026-08-07T10:51:33+00:00", "review_duration": null}
00016	2026-08-07 19:51:46	hard	3	{"card_id": 16, "state": 1, "step": 1, "stability": 2.3065, "difficulty": 2.118103970459016, "due": "2026-08-07T11:01:46+00:00", "last_review": "2026-08-07T10:51:46+00:00"}	{"card_id": 16, "rating": 3, "review_datetime": "2026-08-07T10:51:46+00:00", "review_duration": null}
